Product_Name,Category,Brand,Price,Rating,Review_Text,Skin_Type,Age_Group,Purchase_Platform,Recommendation
Rare Beauty Toner Fast,Toner,Rare Beauty,1682.43,5,Absolutely love this product! My skin feels so smooth and radiant.,Normal,35-44,Tira Beauty,Yes
Rare Beauty Cleanser Field,Cleanser,Rare Beauty,2013.58,2,Made my skin break out. Wouldn’t recommend.,Oily,18-24,Sephora,No
Estee Lauder Face Oil Voice,Face Oil,Estee Lauder,731.95,3,"Works fine, but I’ve used better alternatives.",Dry,55+,Flipkart,No
Huda Beauty Clay Mask Security,Clay Mask,Huda Beauty,977.32,5,Lightweight and hydrating. It blends beautifully and feels premium.,Oily,25-34,Amazon,Yes
MAC Sheet Mask Account,Sheet Mask,MAC,2680.91,4,Smells amazing and the packaging is super cute. Highly recommend!,Oily,45-54,Amazon,Yes
Maybelline Toner Book,Toner,Maybelline,895.35,2,Made my skin break out. Wouldn’t recommend.,Combination,35-44,Brand Website,No
Fenty Beauty Cleanser Paper,Cleanser,Fenty Beauty,3427.31,3,"Decent product for the price, but texture could be better.",Dry,25-34,Tira Beauty,No
Rare Beauty Moisturizer Include,Moisturizer,Rare Beauty,2040.93,2,Totally disappointed. Waste of money.,Dry,55+,Brand Website,No
Minimalist Lipstick Focus,Lipstick,Minimalist,2594.02,1,Totally disappointed. Waste of money.,Dry,35-44,Nykaa,No
Lakme Exfoliator Marriage,Exfoliator,Lakme,2641.91,5,Perfect for my skin type. I can already see a glow after a few uses.,Normal,55+,Flipkart,Yes
The Ordinary CC Cream Coach,CC Cream,The Ordinary,340.07,1,Didn’t work for my skin at all. Caused mild irritation.,Combination,55+,Myntra,No
Minimalist Highlighter Sense,Highlighter,Minimalist,3121.72,4,Great texture and long-lasting effect — definitely worth the price!,Dry,45-54,Amazon,Yes
Rare Beauty Foundation Become,Foundation,Rare Beauty,631.2,2,Smells weird and the texture feels heavy.,Combination,45-54,Flipkart,No
Clinique Cleanser Piece,Cleanser,Clinique,1246.43,1,Not worth the hype. I regret buying it.,Oily,35-44,Brand Website,No
Dior Lipstick Evidence,Lipstick,Dior,2216.32,1,Smells weird and the texture feels heavy.,Oily,18-24,Brand Website,No
The Ordinary Foundation Election,Foundation,The Ordinary,603.31,1,Not worth the hype. I regret buying it.,Sensitive,35-44,Myntra,No
Colorbar Highlighter Food,Highlighter,Colorbar,2411.26,3,Average product — didn’t see a huge difference.,Combination,55+,Sephora,No
Huda Beauty Toner Remain,Toner,Huda Beauty,579.5,4,Perfect for my skin type. I can already see a glow after a few uses.,Oily,18-24,Sephora,Yes
L'Oréal Sunscreen Red,Sunscreen,L'Oréal,1258.66,3,Takes time to show results. Not sure if I’d repurchase.,Oily,55+,Nykaa,No
The Ordinary CC Cream Pretty,CC Cream,The Ordinary,3443.89,5,One of the best products I’ve tried! Totally satisfied.,Sensitive,55+,Brand Website,Yes
Maybelline Toner Raise,Toner,Maybelline,2451.02,2,Totally disappointed. Waste of money.,Oily,35-44,Flipkart,No
The Ordinary BB Cream Past,BB Cream,The Ordinary,1185.97,3,"It’s okay, not bad but not great either.",Combination,55+,Brand Website,No
Charlotte Tilbury Foundation Everybody,Foundation,Charlotte Tilbury,3158.62,1,Totally disappointed. Waste of money.,Normal,35-44,Flipkart,No
Minimalist Cleanser Town,Cleanser,Minimalist,1216.77,4,One of the best products I’ve tried! Totally satisfied.,Dry,25-34,Sephora,Yes
Estee Lauder Serum Image,Serum,Estee Lauder,2854.87,1,Not worth the hype. I regret buying it.,Oily,18-24,Amazon,No
Colorbar Cleanser Couple,Cleanser,Colorbar,3267.26,4,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,55+,Myntra,Yes
Dior Highlighter Identify,Highlighter,Dior,2206.99,2,Smells weird and the texture feels heavy.,Normal,35-44,Amazon,No
Huda Beauty Sheet Mask Price,Sheet Mask,Huda Beauty,2359.4,2,Didn’t work for my skin at all. Caused mild irritation.,Normal,18-24,Flipkart,No
Dior Moisturizer Goal,Moisturizer,Dior,657.55,5,Does exactly what it claims. My go-to product now!,Dry,45-54,Tira Beauty,Yes
The Ordinary Lipstick Other,Lipstick,The Ordinary,3274.82,2,Not worth the hype. I regret buying it.,Oily,45-54,Sephora,No
Kylie Cosmetics Sunscreen Glass,Sunscreen,Kylie Cosmetics,223.25,5,Does exactly what it claims. My go-to product now!,Oily,35-44,Myntra,Yes
Colorbar Foundation Every,Foundation,Colorbar,1569.15,4,One of the best products I’ve tried! Totally satisfied.,Normal,45-54,Nykaa,Yes
Lakme Cleanser Degree,Cleanser,Lakme,348.87,3,Takes time to show results. Not sure if I’d repurchase.,Normal,55+,Amazon,No
Charlotte Tilbury Foundation Plant,Foundation,Charlotte Tilbury,1829.1,3,"Works fine, but I’ve used better alternatives.",Combination,55+,Myntra,No
Chanel Face Oil Care,Face Oil,Chanel,3282.75,3,Takes time to show results. Not sure if I’d repurchase.,Oily,45-54,Nykaa,No
Colorbar Bronzer Technology,Bronzer,Colorbar,532.82,4,Does exactly what it claims. My go-to product now!,Dry,35-44,Tira Beauty,Yes
Fenty Beauty Serum Practice,Serum,Fenty Beauty,804.86,3,"It’s okay, not bad but not great either.",Sensitive,18-24,Amazon,No
Maybelline Cleanser South,Cleanser,Maybelline,291.1,3,"Decent product for the price, but texture could be better.",Combination,25-34,Amazon,No
MAC Bronzer Establish,Bronzer,MAC,2851.9,4,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,55+,Sephora,Yes
Estee Lauder Serum Plan,Serum,Estee Lauder,1746.47,5,Affordable yet effective — my skin has never looked better!,Sensitive,45-54,Myntra,Yes
Chanel Clay Mask Beat,Clay Mask,Chanel,775.57,2,Smells weird and the texture feels heavy.,Normal,18-24,Nykaa,No
Rare Beauty Cleanser Year,Cleanser,Rare Beauty,3481.94,2,Totally disappointed. Waste of money.,Normal,25-34,Flipkart,No
Huda Beauty CC Cream Television,CC Cream,Huda Beauty,980.12,1,Made my skin break out. Wouldn’t recommend.,Sensitive,18-24,Myntra,No
Huda Beauty BB Cream Minute,BB Cream,Huda Beauty,750.19,2,Totally disappointed. Waste of money.,Normal,35-44,Nykaa,No
Rare Beauty Moisturizer Give,Moisturizer,Rare Beauty,3263.85,3,"It’s okay, not bad but not great either.",Combination,18-24,Sephora,No
Kylie Cosmetics BB Cream Add,BB Cream,Kylie Cosmetics,904.62,3,Average product — didn’t see a huge difference.,Oily,25-34,Amazon,No
L'Oréal Blush South,Blush,L'Oréal,929.48,2,Didn’t work for my skin at all. Caused mild irritation.,Dry,35-44,Amazon,No
Kylie Cosmetics Toner Return,Toner,Kylie Cosmetics,1882.86,4,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,45-54,Amazon,Yes
Huda Beauty Highlighter Well,Highlighter,Huda Beauty,2242.07,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,25-34,Flipkart,Yes
Charlotte Tilbury Foundation Star,Foundation,Charlotte Tilbury,2213.77,2,Too oily and sticky for my skin type.,Oily,25-34,Sephora,No
Dior Face Oil Number,Face Oil,Dior,1399.13,5,One of the best products I’ve tried! Totally satisfied.,Sensitive,45-54,Myntra,Yes
The Ordinary Foundation Blue,Foundation,The Ordinary,2685.79,1,Totally disappointed. Waste of money.,Dry,18-24,Sephora,No
MAC Foundation Pass,Foundation,MAC,551.13,4,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,25-34,Sephora,Yes
Rare Beauty BB Cream Fight,BB Cream,Rare Beauty,2304.45,3,"Works fine, but I’ve used better alternatives.",Oily,25-34,Tira Beauty,No
L'Oréal Bronzer Under,Bronzer,L'Oréal,1157.9,5,One of the best products I’ve tried! Totally satisfied.,Normal,35-44,Nykaa,Yes
Maybelline Blush Responsibility,Blush,Maybelline,1157.58,4,Does exactly what it claims. My go-to product now!,Dry,18-24,Brand Website,Yes
Clinique Cleanser News,Cleanser,Clinique,1813.54,5,Affordable yet effective — my skin has never looked better!,Combination,18-24,Brand Website,Yes
Rare Beauty Highlighter Ever,Highlighter,Rare Beauty,1551.96,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,18-24,Flipkart,No
Rare Beauty Sheet Mask State,Sheet Mask,Rare Beauty,1370.21,3,Average product — didn’t see a huge difference.,Sensitive,25-34,Sephora,No
L'Oréal Clay Mask Ready,Clay Mask,L'Oréal,2324.16,5,Great texture and long-lasting effect — definitely worth the price!,Combination,35-44,Tira Beauty,Yes
Rare Beauty BB Cream Painting,BB Cream,Rare Beauty,459.28,1,Didn’t work for my skin at all. Caused mild irritation.,Combination,35-44,Sephora,No
Chanel Exfoliator Impact,Exfoliator,Chanel,3286.62,4,Perfect for my skin type. I can already see a glow after a few uses.,Dry,18-24,Myntra,Yes
The Ordinary Moisturizer Matter,Moisturizer,The Ordinary,2322.6,3,"Decent product for the price, but texture could be better.",Oily,55+,Tira Beauty,No
Chanel Exfoliator Recognize,Exfoliator,Chanel,2211.67,5,Smells amazing and the packaging is super cute. Highly recommend!,Dry,25-34,Amazon,Yes
Colorbar Highlighter Win,Highlighter,Colorbar,371.76,2,Made my skin break out. Wouldn’t recommend.,Oily,25-34,Sephora,No
Rare Beauty Color Corrector Table,Color Corrector,Rare Beauty,3191.4,5,Lightweight and hydrating. It blends beautifully and feels premium.,Dry,35-44,Amazon,Yes
Chanel Sunscreen Begin,Sunscreen,Chanel,474.99,3,Average product — didn’t see a huge difference.,Dry,25-34,Amazon,No
Huda Beauty Lipstick Method,Lipstick,Huda Beauty,767.24,5,Does exactly what it claims. My go-to product now!,Dry,45-54,Flipkart,Yes
Kylie Cosmetics Lip Gloss Seven,Lip Gloss,Kylie Cosmetics,2096.6,3,"It’s okay, not bad but not great either.",Dry,18-24,Brand Website,No
Lakme Cleanser Own,Cleanser,Lakme,669.0,4,Smells amazing and the packaging is super cute. Highly recommend!,Normal,18-24,Amazon,Yes
L'Oréal Sheet Mask Company,Sheet Mask,L'Oréal,3190.67,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,45-54,Brand Website,No
Chanel Lipstick Check,Lipstick,Chanel,3291.63,1,Didn’t work for my skin at all. Caused mild irritation.,Oily,18-24,Nykaa,No
Lakme Blush Sing,Blush,Lakme,3184.23,2,Made my skin break out. Wouldn’t recommend.,Dry,55+,Sephora,No
Lakme Serum Policy,Serum,Lakme,2918.09,5,Affordable yet effective — my skin has never looked better!,Oily,18-24,Myntra,Yes
Maybelline Color Corrector Safe,Color Corrector,Maybelline,1602.89,2,Too oily and sticky for my skin type.,Dry,35-44,Brand Website,No
Colorbar Cleanser Range,Cleanser,Colorbar,3121.76,3,"Decent product for the price, but texture could be better.",Combination,45-54,Brand Website,No
Chanel Sheet Mask Information,Sheet Mask,Chanel,1585.62,3,Takes time to show results. Not sure if I’d repurchase.,Combination,18-24,Flipkart,No
Huda Beauty Sunscreen Charge,Sunscreen,Huda Beauty,2676.72,3,"Works fine, but I’ve used better alternatives.",Normal,18-24,Nykaa,No
Kylie Cosmetics Highlighter Bed,Highlighter,Kylie Cosmetics,579.68,1,Smells weird and the texture feels heavy.,Oily,18-24,Amazon,No
Estee Lauder Sunscreen Interview,Sunscreen,Estee Lauder,2885.99,3,"Works fine, but I’ve used better alternatives.",Sensitive,18-24,Brand Website,No
The Ordinary Lipstick Mission,Lipstick,The Ordinary,1665.08,4,One of the best products I’ve tried! Totally satisfied.,Dry,35-44,Myntra,Yes
Lakme BB Cream Add,BB Cream,Lakme,943.24,4,Great texture and long-lasting effect — definitely worth the price!,Sensitive,35-44,Flipkart,Yes
Charlotte Tilbury Sunscreen Compare,Sunscreen,Charlotte Tilbury,1585.31,5,Lightweight and hydrating. It blends beautifully and feels premium.,Oily,18-24,Nykaa,Yes
MAC Face Oil Material,Face Oil,MAC,1712.83,2,Smells weird and the texture feels heavy.,Combination,25-34,Myntra,No
Colorbar Color Corrector Everything,Color Corrector,Colorbar,2875.02,4,Absolutely love this product! My skin feels so smooth and radiant.,Sensitive,55+,Tira Beauty,Yes
L'Oréal CC Cream Issue,CC Cream,L'Oréal,1016.22,4,Does exactly what it claims. My go-to product now!,Normal,18-24,Myntra,Yes
Chanel Exfoliator Peace,Exfoliator,Chanel,1104.88,5,Does exactly what it claims. My go-to product now!,Oily,18-24,Flipkart,Yes
Rare Beauty Exfoliator East,Exfoliator,Rare Beauty,2618.62,2,Smells weird and the texture feels heavy.,Combination,25-34,Brand Website,No
Fenty Beauty Countour Budget,Countour,Fenty Beauty,2832.31,3,"Works fine, but I’ve used better alternatives.",Sensitive,18-24,Amazon,No
L'Oréal Highlighter Send,Highlighter,L'Oréal,1945.79,4,Affordable yet effective — my skin has never looked better!,Combination,25-34,Tira Beauty,Yes
Fenty Beauty Bronzer Writer,Bronzer,Fenty Beauty,463.86,1,Not worth the hype. I regret buying it.,Dry,55+,Flipkart,No
L'Oréal Countour Fly,Countour,L'Oréal,666.04,4,Perfect for my skin type. I can already see a glow after a few uses.,Oily,25-34,Brand Website,Yes
Huda Beauty Toner Debate,Toner,Huda Beauty,2756.96,3,"It’s okay, not bad but not great either.",Oily,45-54,Tira Beauty,No
Estee Lauder Lip Gloss Return,Lip Gloss,Estee Lauder,1383.01,4,Does exactly what it claims. My go-to product now!,Sensitive,18-24,Sephora,Yes
Rare Beauty Exfoliator Five,Exfoliator,Rare Beauty,1279.83,2,Not worth the hype. I regret buying it.,Oily,18-24,Brand Website,No
MAC BB Cream Have,BB Cream,MAC,2233.51,5,Perfect for my skin type. I can already see a glow after a few uses.,Oily,35-44,Sephora,Yes
Charlotte Tilbury Exfoliator Three,Exfoliator,Charlotte Tilbury,2705.41,1,Totally disappointed. Waste of money.,Normal,18-24,Sephora,No
Minimalist Color Corrector Third,Color Corrector,Minimalist,2932.02,2,Smells weird and the texture feels heavy.,Normal,55+,Flipkart,No
L'Oréal Face Oil Go,Face Oil,L'Oréal,1346.7,5,Absolutely love this product! My skin feels so smooth and radiant.,Dry,55+,Tira Beauty,Yes
Charlotte Tilbury Sunscreen Positive,Sunscreen,Charlotte Tilbury,3163.37,5,Affordable yet effective — my skin has never looked better!,Normal,25-34,Sephora,Yes
Charlotte Tilbury Face Oil Floor,Face Oil,Charlotte Tilbury,1412.65,3,"It’s okay, not bad but not great either.",Sensitive,18-24,Tira Beauty,No
Rare Beauty Highlighter Some,Highlighter,Rare Beauty,1531.0,2,Smells weird and the texture feels heavy.,Combination,25-34,Tira Beauty,No
Dior Sheet Mask Shoulder,Sheet Mask,Dior,1886.52,5,One of the best products I’ve tried! Totally satisfied.,Combination,18-24,Sephora,Yes
Rare Beauty BB Cream With,BB Cream,Rare Beauty,429.91,5,Perfect for my skin type. I can already see a glow after a few uses.,Combination,35-44,Amazon,Yes
Colorbar Serum Where,Serum,Colorbar,957.95,5,Great texture and long-lasting effect — definitely worth the price!,Dry,55+,Amazon,Yes
The Ordinary Blush Go,Blush,The Ordinary,1186.9,1,Smells weird and the texture feels heavy.,Combination,25-34,Amazon,No
Colorbar Color Corrector Wonder,Color Corrector,Colorbar,722.05,3,"It’s okay, not bad but not great either.",Normal,35-44,Tira Beauty,No
Maybelline Moisturizer Nothing,Moisturizer,Maybelline,881.79,5,One of the best products I’ve tried! Totally satisfied.,Normal,25-34,Myntra,Yes
Colorbar Countour No,Countour,Colorbar,2073.22,3,"It’s okay, not bad but not great either.",Combination,18-24,Sephora,No
Estee Lauder Clay Mask Have,Clay Mask,Estee Lauder,902.28,5,Does exactly what it claims. My go-to product now!,Combination,55+,Tira Beauty,Yes
Minimalist Countour Responsibility,Countour,Minimalist,3013.18,5,Does exactly what it claims. My go-to product now!,Oily,18-24,Nykaa,Yes
Fenty Beauty Lip Gloss Community,Lip Gloss,Fenty Beauty,3050.3,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,18-24,Myntra,Yes
Charlotte Tilbury Clay Mask Test,Clay Mask,Charlotte Tilbury,2548.36,3,"Works fine, but I’ve used better alternatives.",Dry,45-54,Flipkart,No
Colorbar Foundation Own,Foundation,Colorbar,3362.91,2,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,35-44,Nykaa,No
Rare Beauty Cleanser Case,Cleanser,Rare Beauty,943.75,2,Too oily and sticky for my skin type.,Normal,35-44,Myntra,No
L'Oréal Sunscreen Well,Sunscreen,L'Oréal,2895.36,3,"Works fine, but I’ve used better alternatives.",Combination,45-54,Tira Beauty,No
Lakme Face Oil Who,Face Oil,Lakme,2310.46,2,Not worth the hype. I regret buying it.,Sensitive,18-24,Flipkart,No
Maybelline Lip Gloss Away,Lip Gloss,Maybelline,360.14,1,Totally disappointed. Waste of money.,Sensitive,55+,Flipkart,No
Charlotte Tilbury Foundation Value,Foundation,Charlotte Tilbury,3089.48,5,Absolutely love this product! My skin feels so smooth and radiant.,Dry,18-24,Brand Website,Yes
Colorbar Foundation Two,Foundation,Colorbar,2059.86,3,"Works fine, but I’ve used better alternatives.",Oily,55+,Flipkart,No
Lakme Face Oil Game,Face Oil,Lakme,1983.51,1,Not worth the hype. I regret buying it.,Sensitive,35-44,Flipkart,No
Minimalist Blush Seven,Blush,Minimalist,1564.03,3,"Decent product for the price, but texture could be better.",Oily,18-24,Tira Beauty,No
Lakme BB Cream American,BB Cream,Lakme,2453.92,4,Affordable yet effective — my skin has never looked better!,Combination,45-54,Brand Website,Yes
Kylie Cosmetics Blush While,Blush,Kylie Cosmetics,3216.66,4,Great texture and long-lasting effect — definitely worth the price!,Dry,55+,Amazon,Yes
The Ordinary Clay Mask One,Clay Mask,The Ordinary,1485.59,3,"Decent product for the price, but texture could be better.",Combination,25-34,Tira Beauty,No
Rare Beauty Clay Mask Better,Clay Mask,Rare Beauty,3031.97,1,Not worth the hype. I regret buying it.,Oily,25-34,Nykaa,No
Kylie Cosmetics Countour I,Countour,Kylie Cosmetics,392.32,1,Made my skin break out. Wouldn’t recommend.,Combination,35-44,Amazon,No
L'Oréal BB Cream Eight,BB Cream,L'Oréal,625.77,5,Does exactly what it claims. My go-to product now!,Sensitive,25-34,Myntra,Yes
Minimalist BB Cream Decide,BB Cream,Minimalist,290.45,1,Totally disappointed. Waste of money.,Sensitive,25-34,Flipkart,No
Maybelline Lip Gloss Training,Lip Gloss,Maybelline,2791.23,5,Absolutely love this product! My skin feels so smooth and radiant.,Combination,25-34,Amazon,Yes
Dior Sunscreen Direction,Sunscreen,Dior,608.6,5,Does exactly what it claims. My go-to product now!,Normal,18-24,Flipkart,Yes
The Ordinary Sheet Mask Very,Sheet Mask,The Ordinary,2185.21,1,Didn’t work for my skin at all. Caused mild irritation.,Dry,55+,Myntra,No
The Ordinary Bronzer Street,Bronzer,The Ordinary,2718.41,4,Smells amazing and the packaging is super cute. Highly recommend!,Dry,55+,Brand Website,Yes
Chanel CC Cream Product,CC Cream,Chanel,3186.54,4,One of the best products I’ve tried! Totally satisfied.,Normal,45-54,Flipkart,Yes
Charlotte Tilbury Sheet Mask Free,Sheet Mask,Charlotte Tilbury,1212.1,2,Smells weird and the texture feels heavy.,Dry,35-44,Brand Website,No
Colorbar Cleanser Fact,Cleanser,Colorbar,2681.75,3,Average product — didn’t see a huge difference.,Sensitive,45-54,Nykaa,No
Fenty Beauty Lip Gloss Trial,Lip Gloss,Fenty Beauty,2722.92,3,Average product — didn’t see a huge difference.,Dry,45-54,Brand Website,No
The Ordinary Bronzer Nor,Bronzer,The Ordinary,2987.62,1,Didn’t work for my skin at all. Caused mild irritation.,Dry,18-24,Brand Website,No
Charlotte Tilbury Sunscreen Focus,Sunscreen,Charlotte Tilbury,1602.23,4,Does exactly what it claims. My go-to product now!,Sensitive,35-44,Tira Beauty,Yes
Minimalist Highlighter Able,Highlighter,Minimalist,1819.11,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,25-34,Tira Beauty,No
Estee Lauder Lip Gloss Occur,Lip Gloss,Estee Lauder,1200.72,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,25-34,Brand Website,No
Clinique Lipstick Evidence,Lipstick,Clinique,2985.98,2,Not worth the hype. I regret buying it.,Dry,25-34,Tira Beauty,No
Estee Lauder Highlighter Father,Highlighter,Estee Lauder,992.82,1,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,55+,Brand Website,No
Chanel Highlighter Magazine,Highlighter,Chanel,279.61,1,Made my skin break out. Wouldn’t recommend.,Sensitive,25-34,Brand Website,No
MAC Lipstick Right,Lipstick,MAC,855.08,3,"Works fine, but I’ve used better alternatives.",Oily,25-34,Sephora,No
Rare Beauty BB Cream Growth,BB Cream,Rare Beauty,425.57,5,Does exactly what it claims. My go-to product now!,Sensitive,55+,Flipkart,Yes
Colorbar Moisturizer Own,Moisturizer,Colorbar,914.3,1,Not worth the hype. I regret buying it.,Oily,18-24,Amazon,No
The Ordinary Exfoliator Base,Exfoliator,The Ordinary,738.59,3,"It’s okay, not bad but not great either.",Dry,25-34,Sephora,No
Maybelline Highlighter Need,Highlighter,Maybelline,3373.06,2,Made my skin break out. Wouldn’t recommend.,Sensitive,35-44,Brand Website,No
Maybelline Cleanser Course,Cleanser,Maybelline,1981.32,4,Does exactly what it claims. My go-to product now!,Normal,35-44,Brand Website,Yes
The Ordinary Cleanser Her,Cleanser,The Ordinary,3491.28,3,"Decent product for the price, but texture could be better.",Dry,35-44,Amazon,No
Maybelline Sunscreen Alone,Sunscreen,Maybelline,1935.17,2,Not worth the hype. I regret buying it.,Combination,45-54,Flipkart,No
Clinique Toner Relationship,Toner,Clinique,1460.58,1,Made my skin break out. Wouldn’t recommend.,Sensitive,18-24,Brand Website,No
Maybelline Sunscreen Month,Sunscreen,Maybelline,1681.87,5,Affordable yet effective — my skin has never looked better!,Sensitive,45-54,Nykaa,Yes
MAC BB Cream Try,BB Cream,MAC,2603.33,3,"Decent product for the price, but texture could be better.",Sensitive,18-24,Amazon,No
Chanel Face Oil Practice,Face Oil,Chanel,2894.48,4,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,35-44,Myntra,Yes
Kylie Cosmetics Serum Consider,Serum,Kylie Cosmetics,1355.3,5,Smells amazing and the packaging is super cute. Highly recommend!,Normal,45-54,Myntra,Yes
Lakme Foundation Force,Foundation,Lakme,1400.83,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,25-34,Tira Beauty,Yes
Chanel Sheet Mask Run,Sheet Mask,Chanel,2357.55,5,Does exactly what it claims. My go-to product now!,Normal,25-34,Tira Beauty,Yes
The Ordinary Sheet Mask Tend,Sheet Mask,The Ordinary,1785.07,4,Absolutely love this product! My skin feels so smooth and radiant.,Normal,55+,Brand Website,Yes
Clinique Sunscreen Occur,Sunscreen,Clinique,2866.61,3,"Decent product for the price, but texture could be better.",Combination,55+,Brand Website,No
Chanel CC Cream Job,CC Cream,Chanel,3265.9,4,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,35-44,Sephora,Yes
Minimalist Blush Develop,Blush,Minimalist,2143.1,5,Perfect for my skin type. I can already see a glow after a few uses.,Oily,55+,Myntra,Yes
L'Oréal Color Corrector Role,Color Corrector,L'Oréal,2460.27,3,Average product — didn’t see a huge difference.,Normal,45-54,Tira Beauty,No
The Ordinary Toner Sometimes,Toner,The Ordinary,590.71,5,Absolutely love this product! My skin feels so smooth and radiant.,Dry,35-44,Myntra,Yes
The Ordinary Bronzer Change,Bronzer,The Ordinary,513.26,5,Absolutely love this product! My skin feels so smooth and radiant.,Sensitive,35-44,Sephora,Yes
Charlotte Tilbury Bronzer More,Bronzer,Charlotte Tilbury,2103.07,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,18-24,Sephora,No
Huda Beauty Lipstick Our,Lipstick,Huda Beauty,1888.6,5,One of the best products I’ve tried! Totally satisfied.,Sensitive,18-24,Myntra,Yes
Chanel CC Cream Main,CC Cream,Chanel,2453.54,4,Lightweight and hydrating. It blends beautifully and feels premium.,Dry,35-44,Nykaa,Yes
Lakme Bronzer Trial,Bronzer,Lakme,845.79,3,"Works fine, but I’ve used better alternatives.",Sensitive,18-24,Tira Beauty,No
Fenty Beauty Color Corrector Animal,Color Corrector,Fenty Beauty,2233.26,1,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,25-34,Nykaa,No
Kylie Cosmetics Bronzer Up,Bronzer,Kylie Cosmetics,906.88,3,Takes time to show results. Not sure if I’d repurchase.,Oily,55+,Flipkart,No
Rare Beauty Lipstick Language,Lipstick,Rare Beauty,1731.19,2,Smells weird and the texture feels heavy.,Combination,45-54,Amazon,No
Rare Beauty BB Cream Open,BB Cream,Rare Beauty,2644.61,2,Smells weird and the texture feels heavy.,Combination,25-34,Nykaa,No
The Ordinary Cleanser Hope,Cleanser,The Ordinary,1750.49,4,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,25-34,Tira Beauty,Yes
Chanel Foundation Young,Foundation,Chanel,1915.88,3,"It’s okay, not bad but not great either.",Dry,25-34,Flipkart,No
Colorbar Sheet Mask Court,Sheet Mask,Colorbar,1280.37,1,Smells weird and the texture feels heavy.,Sensitive,55+,Amazon,No
Minimalist Blush Program,Blush,Minimalist,2483.3,4,One of the best products I’ve tried! Totally satisfied.,Oily,25-34,Sephora,Yes
Colorbar Blush Fast,Blush,Colorbar,634.55,1,Made my skin break out. Wouldn’t recommend.,Combination,55+,Brand Website,No
Estee Lauder Cleanser Long,Cleanser,Estee Lauder,2323.6,2,Not worth the hype. I regret buying it.,Combination,45-54,Myntra,No
Fenty Beauty CC Cream Still,CC Cream,Fenty Beauty,2539.23,5,Great texture and long-lasting effect — definitely worth the price!,Normal,45-54,Nykaa,Yes
Huda Beauty Moisturizer Short,Moisturizer,Huda Beauty,445.68,4,One of the best products I’ve tried! Totally satisfied.,Dry,18-24,Sephora,Yes
Huda Beauty Countour Run,Countour,Huda Beauty,395.01,3,Average product — didn’t see a huge difference.,Combination,55+,Brand Website,No
Dior Color Corrector Mr,Color Corrector,Dior,2420.44,3,Average product — didn’t see a huge difference.,Oily,18-24,Flipkart,No
Rare Beauty Face Oil Gun,Face Oil,Rare Beauty,2193.86,2,Not worth the hype. I regret buying it.,Combination,35-44,Myntra,No
Rare Beauty Bronzer Interview,Bronzer,Rare Beauty,1357.74,2,Not worth the hype. I regret buying it.,Dry,55+,Nykaa,No
The Ordinary Highlighter Time,Highlighter,The Ordinary,2228.68,3,"It’s okay, not bad but not great either.",Normal,35-44,Myntra,No
Dior Color Corrector The,Color Corrector,Dior,3437.2,4,Absolutely love this product! My skin feels so smooth and radiant.,Combination,18-24,Tira Beauty,Yes
Lakme Moisturizer Him,Moisturizer,Lakme,2837.53,4,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,25-34,Flipkart,Yes
L'Oréal Highlighter Deal,Highlighter,L'Oréal,1356.83,4,Great texture and long-lasting effect — definitely worth the price!,Normal,55+,Nykaa,Yes
Clinique Highlighter Chance,Highlighter,Clinique,2101.87,2,Too oily and sticky for my skin type.,Sensitive,55+,Amazon,No
Minimalist Sheet Mask Question,Sheet Mask,Minimalist,384.71,4,One of the best products I’ve tried! Totally satisfied.,Normal,45-54,Sephora,Yes
Clinique CC Cream Else,CC Cream,Clinique,831.31,1,Too oily and sticky for my skin type.,Oily,45-54,Myntra,No
L'Oréal Sunscreen Region,Sunscreen,L'Oréal,3083.91,2,Smells weird and the texture feels heavy.,Dry,45-54,Tira Beauty,No
Kylie Cosmetics Foundation Doctor,Foundation,Kylie Cosmetics,1674.85,4,One of the best products I’ve tried! Totally satisfied.,Dry,25-34,Sephora,Yes
Chanel Highlighter Place,Highlighter,Chanel,1429.57,2,Smells weird and the texture feels heavy.,Sensitive,25-34,Amazon,No
Dior BB Cream Choice,BB Cream,Dior,597.35,4,Great texture and long-lasting effect — definitely worth the price!,Normal,55+,Tira Beauty,Yes
